##= Titles Localisation =##

#= Actual Titles =#
job_spiritual_chaldean_reformed;Sangu Mah;;;;;;;;;;;;x
city_job_spiritual_chaldean;Sangu Mah;;;;;;;;;;;;x
city_job_spiritual_chaldean_reformed;Sangu Mah;;;;;;;;;;;;x
job_spymaster_chaldean;Halilum;;;;;;;;;;;;x
job_spymaster_chaldean_reformed;Halilum;;;;;;;;;;;;x
city_job_spymaster_chaldean;Halilum;;;;;;;;;;;;x
city_job_spymaster_chaldean_reformed;Halilum;;;;;;;;;;;;x
job_treasurer_chaldean;Abarakku;;;;;;;;;;;;x
job_treasurer_chaldean_reformed;Abarakku;;;;;;;;;;;;x
city_job_treasurer_chaldean;Abarakku;;;;;;;;;;;;x
city_job_treasurer_chaldean_reformed;Abarakku;;;;;;;;;;;;x
title_prince_chaldean;Mar Sarrim;;;;;;;;;;;;x
title_prince_female_chaldean;Mar'at Sarri;;;;;;;;;;;;x
ENU;Enu;;;;;;;;;;;;x
ENUTU;Enutu;;;;;;;;;;;;x
ENU_FOA;Speaker for the gods;;;;;;;;;;;;x
### celtic religions ###
temple_baron_druidic;Sagart;Sagart;;;;;;;;;;x
temple_count_druidic;Druid;Druide;;;;;;;;;;x
temple_duke_druidic;Sorceror;;;;;;;;;;;x
temple_duke_female_druidic;Sorceress;;;;;;;;;;;x
temple_king_druidic;Archdruid;Archidruide;;;;;;;;;;;;x
temple_emperor_druidic;Druid-King;Druide-Roi;;;;;;;;;;x
temple_barony_of_druidic;Temple of;;;;;;;;;;;x
temple_county_of_druidic;Druidric of;;;;;;;;;;;x
temple_duchy_of_druidic;Sorcerate of;Sorcerate de;;;;;;;;;;x
temple_kingdom_of_druidic;Archdruidric of;Archedruiderie de;;;;;;;;;;x
temple_empire_of_druidic;Theocracy of;;;;;;;;;;;x
job_spiritual_druidic;Court Druid;Druide de la Cour;;;;;;;;;;x
temple_count_brythonic;Dryad;;;;;;;;;;;x
temple_king_brythonic;Archdryad;;;;;;;;;;;;;x
temple_county_of_brythonic;Dryadric of;;;;;;;;;;;x
temple_kingdom_of_brythonic;Archdryadric of;;;;;;;;;;;;;x
temple_count_brythonic_reformed;Dryad;;;;;;;;;;;x
temple_king_brythonic_reformed;Archdryad;;;;;;;;;;;;;x
temple_county_of_brythonic_reformed;Dryadric of;;;;;;;;;;;x
temple_kingdom_of_brythonic_reformed;Archdryadric of;;;;;;;;;;;;;x
### scythian pagan ###
temple_baron_heptadic;Enarei;Enarée;;;;;;;;;;x
job_spiritual_heptadic;Grand Enarei;Grand Enarée;;;;;;;;;;x
d_heptadic_reformed;Tabitian Council;L'Église Tabitienne;;;;;;;;;;x
d_heptadic_reformed_DESC;Heptadic;Heptadien;;;;;;;;;;x
d_wasilla_guardians;Guardians of Wasilla;Gardiens de Wasilla;;;;;;;x
d_xucau_warriors;Warriors of Xucaua;Guerriers de Xucaua;;;;;;x
HEAD_ENAREI;High Enarei;Haut Enarei;;;;;;x
## TWEAK DESC HERE vvv

temple_baron_vasconic;Zai;Zai;;;;;;;;;;x
d_vasconic_reformed;Zai Gorena;Zai Gorena;Zai Gorena;;Zai Gorena;;;;;;;;;x
